"WaterYear","OctDec","OctJan","JanMar","FebMar","OctDec_lag3","OctJan_lag3","JanMar_lag3","FebMar_lag3","Int_P1_Current","Int_P1_Lag3","Int_P2_Current","Int_P2_Lag3","Int_P3_Current","Int_P3_Lag3","Int_P4_Current","Int_P4_Lag3","Watershed"
2002,0.246666666666667,0.7875,1.72666666666667,1.385,3.97333333333333,3.6975,3.45333333333333,3.745,0.425911111111111,13.7212444444444,0.341633333333333,14.8801333333333,1.0906875,13.8471375,1.35975,12.7687,"LAGUNA_SALADA"
2003,-0.686666666666667,-0.0175,0.446666666666667,-0.325,0.376666666666667,5.55111512312578e-17,0.78,1.735,-0.306711111111111,0.2938,0.223166666666667,0.653516666666667,0.00568750000000001,9.63118473862323e-17,-0.00781666666666667,4.32986979603811e-17,"LAGUNA_SALADA"
2004,-0.706666666666667,-0.6375,-0.146666666666667,-0.005,1.54333333333333,0.7525,-1.16666666666667,-0.94,0.103644444444444,-1.80055555555556,0.00353333333333334,-1.45073333333333,0.0031875,-0.70735,0.0935,-0.877916666666667,"LAGUNA_SALADA"
2005,-0.276666666666667,0.235,1.83,1.86,0.246666666666667,0.7875,1.72666666666667,1.385,-0.5063,0.425911111111111,-0.5146,0.341633333333333,0.4371,1.0906875,0.43005,1.35975,"LAGUNA_SALADA"
2006,2.52666666666667,2.655,3.22,3.31,-0.686666666666667,-0.0175,0.446666666666667,-0.325,8.13586666666667,-0.306711111111111,8.36326666666667,0.223166666666667,8.78805,0.00568750000000001,8.5491,-0.00781666666666667,"LAGUNA_SALADA"
2007,1.52,0.585,-2.05,-1.965,-0.706666666666667,-0.6375,-0.146666666666667,-0.005,-3.116,0.103644444444444,-2.9868,0.00353333333333334,-1.149525,0.0031875,-1.19925,0.0935,"LAGUNA_SALADA"
2008,-2.42333333333333,-2.1475,-1.65666666666667,-1.825,-0.276666666666667,0.235,1.83,1.86,4.01465555555556,-0.5063,4.42258333333333,-0.5146,3.9191875,0.4371,3.55769166666667,0.43005,"LAGUNA_SALADA"
2009,-3.87333333333333,-4.015,-3.31333333333333,-2.75,2.52666666666667,2.655,3.22,3.31,12.8336444444444,8.13586666666667,10.6516666666667,8.36326666666667,11.04125,8.78805,13.3030333333333,8.5491,"LAGUNA_SALADA"
2010,0.416666666666667,0.1675,-0.666666666666667,-0.71,1.52,0.585,-2.05,-1.965,-0.277777777777778,-3.116,-0.295833333333333,-2.9868,-0.118925,-1.149525,-0.111666666666667,-1.19925,"LAGUNA_SALADA"
2011,2.48333333333333,2.2575,2.29666666666667,2.655,-2.42333333333333,-2.1475,-1.65666666666667,-1.825,5.70338888888889,4.01465555555556,6.59325,4.42258333333333,5.9936625,3.9191875,5.184725,3.55769166666667,"LAGUNA_SALADA"
2012,3.89,3.3675,1.60333333333333,1.505,-3.87333333333333,-4.015,-3.31333333333333,-2.75,6.23696666666667,12.8336444444444,5.85445,10.6516666666667,5.0680875,11.04125,5.399225,13.3030333333333,"LAGUNA_SALADA"
2013,2.22,2.1775,0.193333333333333,-0.735,0.416666666666667,0.1675,-0.666666666666667,-0.71,0.4292,-0.277777777777778,-1.6317,-0.295833333333333,-1.6004625,-0.118925,0.420983333333333,-0.111666666666667,"LAGUNA_SALADA"
2014,-3.07333333333333,-3.365,-4.16333333333333,-4.125,2.48333333333333,2.2575,2.29666666666667,2.655,12.7953111111111,5.70338888888889,12.6775,6.59325,13.880625,5.9936625,14.0096166666667,5.184725,"LAGUNA_SALADA"
2015,-0.933333333333333,-0.445,-1.1,-2.16,3.89,3.3675,1.60333333333333,1.505,1.02666666666667,6.23696666666667,2.016,5.85445,0.9612,5.0680875,0.4895,5.399225,"LAGUNA_SALADA"
2016,-3.32666666666667,-3.055,-2.04666666666667,-1.95,2.22,2.1775,0.193333333333333,-0.735,6.80857777777778,0.4292,6.487,-1.6317,5.95725,-1.6004625,6.25256666666667,0.420983333333333,"LAGUNA_SALADA"
2017,1.70333333333333,2.12,4.16,4.555,-3.07333333333333,-3.365,-4.16333333333333,-4.125,7.08586666666667,12.7953111111111,7.75868333333333,12.6775,9.6566,13.880625,8.8192,14.0096166666667,"LAGUNA_SALADA"
2018,0.47,-0.0425,-1.8,-1.91,-0.933333333333333,-0.445,-1.1,-2.16,-0.846,1.02666666666667,-0.8977,2.016,0.081175,0.9612,0.0765,0.4895,"LAGUNA_SALADA"
2019,-1.03,-1.0775,0.77,1.765,-3.32666666666667,-3.055,-2.04666666666667,-1.95,-0.7931,6.80857777777778,-1.81795,6.487,-1.9017875,5.95725,-0.829675,6.25256666666667,"LAGUNA_SALADA"
2020,-0.67,-0.9675,-2.37333333333333,-2.63,1.70333333333333,2.12,4.16,4.555,1.59013333333333,7.08586666666667,1.7621,7.75868333333333,2.544525,9.6566,2.2962,8.8192,"LAGUNA_SALADA"
2021,3.78333333333333,3.62,1.86333333333333,1.23,0.47,-0.0425,-1.8,-1.91,7.04961111111111,-0.846,4.6535,-0.8977,4.4526,0.081175,6.74526666666667,0.0765,"LAGUNA_SALADA"
2022,-2.35666666666667,-1.0475,3.51333333333333,3.83,-1.03,-1.0775,0.77,1.765,-8.27975555555556,-0.7931,-9.02603333333333,-1.81795,-4.011925,-1.9017875,-3.68021666666667,-0.829675,"LAGUNA_SALADA"
2023,0.376666666666667,0.035,0.263333333333333,0.89,-0.67,-0.9675,-2.37333333333333,-2.63,0.0991888888888889,1.59013333333333,0.335233333333333,1.7621,0.03115,2.544525,0.00921666666666668,2.2962,"LAGUNA_SALADA"
2024,0.203333333333333,0.475,1.66333333333333,1.85,3.78333333333333,3.62,1.86333333333333,1.23,0.338211111111111,7.04961111111111,0.376166666666667,4.6535,0.87875,4.4526,0.790083333333333,6.74526666666667,"LAGUNA_SALADA"
2025,1.25666666666667,1.11,1.06666666666667,1.265,-2.35666666666667,-1.0475,3.51333333333333,3.83,1.34044444444444,-8.27975555555556,1.58968333333333,-9.02603333333333,1.40415,-4.011925,1.184,-3.68021666666667,"LAGUNA_SALADA"
2026,-9999,-9999,-9999,-9999,0.376666666666667,0.035,0.263333333333333,0.89,99980001,0.0991888888888889,99980001,0.335233333333333,99980001,0.03115,99980001,0.00921666666666668,"LAGUNA_SALADA"
1896,-1.10666666666667,-0.455,-0.203333333333333,-1.055,NA,NA,NA,NA,0.225022222222222,NA,1.16753333333333,NA,0.480025,NA,0.0925166666666667,NA,"MILAGRA_CREEK"
1897,2.90333333333333,2.72,2.71666666666667,2.99,NA,NA,NA,NA,7.88738888888889,NA,8.68096666666667,NA,8.1328,NA,7.38933333333333,NA,"MILAGRA_CREEK"
1898,-0.176666666666667,-0.6225,-2.3,-2.47,NA,NA,NA,NA,0.406333333333333,NA,0.436366666666667,NA,1.537575,NA,1.43175,NA,"MILAGRA_CREEK"
1899,-1.25666666666667,-1.4175,-0.81,-0.265,-1.10666666666667,-0.455,-0.203333333333333,-1.055,1.0179,0.225022222222222,0.333016666666667,1.16753333333333,0.3756375,0.480025,1.148175,0.0925166666666667,"MILAGRA_CREEK"
1900,3.26,3.1425,1.71666666666667,1.18,2.90333333333333,2.72,2.71666666666667,2.99,5.59633333333333,7.88738888888889,3.8468,8.68096666666667,3.70815,8.1328,5.394625,7.38933333333333,"MILAGRA_CREEK"
1901,0.453333333333333,0.53,0.366666666666667,0.17,-0.176666666666667,-0.6225,-2.3,-2.47,0.166222222222222,0.406333333333333,0.0770666666666667,0.436366666666667,0.0901,1.537575,0.194333333333333,1.43175,"MILAGRA_CREEK"
1902,-0.323333333333333,-0.6875,0.526666666666667,1.68,-1.25666666666667,-1.4175,-0.81,-0.265,-0.170288888888889,1.0179,-0.5432,0.333016666666667,-1.155,0.3756375,-0.362083333333333,1.148175,"MILAGRA_CREEK"
1903,1.30666666666667,1.175,0.4,0.21,3.26,3.1425,1.71666666666667,1.18,0.522666666666667,5.59633333333333,0.2744,3.8468,0.24675,3.70815,0.47,5.394625,"MILAGRA_CREEK"
1904,-0.476666666666667,-0.815,1.13666666666667,2.62,0.453333333333333,0.53,0.366666666666667,0.17,-0.541811111111111,0.166222222222222,-1.24886666666667,0.0770666666666667,-2.1353,0.0901,-0.926383333333333,0.194333333333333,"MILAGRA_CREEK"
1905,4.88666666666667,4.535,3.18666666666667,3.04,-0.323333333333333,-0.6875,0.526666666666667,1.68,15.5721777777778,-0.170288888888889,14.8554666666667,-0.5432,13.7864,-1.155,14.4515333333333,-0.362083333333333,"MILAGRA_CREEK"
1906,1.26666666666667,1.145,1.26666666666667,1.51,1.30666666666667,1.175,0.4,0.21,1.60444444444444,0.522666666666667,1.91266666666667,0.2744,1.72895,0.24675,1.45033333333333,0.47,"MILAGRA_CREEK"
1907,1.43,1.55,2.75,3.17,-0.476666666666667,-0.815,1.13666666666667,2.62,3.9325,-0.541811111111111,4.5331,-1.24886666666667,4.9135,-2.1353,4.2625,-0.926383333333333,"MILAGRA_CREEK"
1908,0.406666666666667,-0.02,-1.48666666666667,-1.58,4.88666666666667,4.535,3.18666666666667,3.04,-0.604577777777778,15.5721777777778,-0.642533333333333,14.8554666666667,0.0316,13.7864,0.0297333333333333,14.4515333333333,"MILAGRA_CREEK"
1909,-2.16333333333333,-0.8575,3.7,4.02,1.26666666666667,1.145,1.26666666666667,1.51,-8.00433333333333,1.60444444444444,-8.6966,1.91266666666667,-3.44715,1.72895,-3.17275,1.45033333333333,"MILAGRA_CREEK"
1910,1.38333333333333,1.4425,1.05333333333333,0.77,1.43,1.55,2.75,3.17,1.45711111111111,3.9325,1.06516666666667,4.5331,1.110725,4.9135,1.51943333333333,4.2625,"MILAGRA_CREEK"
1911,-2.32666666666667,-1.105,2.47333333333333,2.43,0.406666666666667,-0.02,-1.48666666666667,-1.58,-5.75462222222222,-0.604577777777778,-5.6538,-0.642533333333333,-2.68515,0.0316,-2.73303333333333,0.0297333333333333,"MILAGRA_CREEK"
1912,-0.973333333333333,-1.345,-2.8,-2.97,-2.16333333333333,-0.8575,3.7,4.02,2.72533333333333,-8.00433333333333,2.8908,-8.6966,3.99465,-3.44715,3.766,-3.17275,"MILAGRA_CREEK"
1913,1.74,1.4725,-1.18666666666667,-2.115,1.38333333333333,1.4425,1.05333333333333,0.77,-2.0648,1.45711111111111,-3.6801,1.06516666666667,-3.1143375,1.110725,-1.74736666666667,1.51943333333333,"MILAGRA_CREEK"
1914,-0.653333333333333,0.5475,3.52333333333333,3.21,-2.32666666666667,-1.105,2.47333333333333,2.43,-2.30191111111111,-5.75462222222222,-2.0972,-5.6538,1.757475,-2.68515,1.929025,-2.73303333333333,"MILAGRA_CREEK"
1915,-1.56666666666667,-0.89,1.84666666666667,2.2,-0.973333333333333,-1.345,-2.8,-2.97,-2.89311111111111,2.72533333333333,-3.44666666666667,2.8908,-1.958,3.99465,-1.64353333333333,3.766,"MILAGRA_CREEK"
1916,1.48,2.21,3.47666666666667,3.015,1.74,1.4725,-1.18666666666667,-2.115,5.14546666666667,-2.0648,4.4622,-3.6801,6.66315,-3.1143375,7.68343333333333,-1.74736666666667,"MILAGRA_CREEK"
1917,1.32666666666667,0.7975,-0.44,-0.265,-0.653333333333333,0.5475,3.52333333333333,3.21,-0.583733333333333,-2.30191111111111,-0.351566666666667,-2.0972,-0.2113375,1.757475,-0.3509,1.929025,"MILAGRA_CREEK"
1918,-2.64333333333333,-2.805,-3.05333333333333,-2.935,-1.56666666666667,-0.89,1.84666666666667,2.2,8.07097777777778,-2.89311111111111,7.75818333333333,-3.44666666666667,8.232675,-1.958,8.5646,-1.64353333333333,"MILAGRA_CREEK"
1919,3.32666666666667,2.9125,2.74,3.275,1.48,2.21,3.47666666666667,3.015,9.11506666666667,5.14546666666667,10.8948333333333,4.4622,9.5384375,6.66315,7.98025,7.68343333333333,"MILAGRA_CREEK"
1920,-2.11333333333333,-2.375,-3.25333333333333,-3.3,1.32666666666667,0.7975,-0.44,-0.265,6.87537777777778,-0.583733333333333,6.974,-0.351566666666667,7.8375,-0.2113375,7.72666666666667,-0.3509,"MILAGRA_CREEK"
1921,0.393333333333333,0.8975,0.696666666666667,-0.16,-2.64333333333333,-2.805,-3.05333333333333,-2.935,0.274022222222222,8.07097777777778,-0.0629333333333334,7.75818333333333,-0.1436,8.232675,0.625258333333333,8.5646,"MILAGRA_CREEK"
1922,-1.55666666666667,-1.5125,-0.236666666666667,0.335,3.32666666666667,2.9125,2.74,3.275,0.368411111111111,9.11506666666667,-0.521483333333333,10.8948333333333,-0.5066875,9.5384375,0.357958333333333,7.98025,"MILAGRA_CREEK"
1923,1.50666666666667,1.6575,0.306666666666667,-0.595,-2.11333333333333,-2.375,-3.25333333333333,-3.3,0.462044444444444,6.87537777777778,-0.896466666666667,6.974,-0.9862125,7.8375,0.5083,7.72666666666667,"MILAGRA_CREEK"
1924,-0.983333333333333,-1.4125,-3.11,-3.315,0.393333333333333,0.8975,0.696666666666667,-0.16,3.05816666666667,0.274022222222222,3.25975,-0.0629333333333334,4.6824375,-0.1436,4.392875,0.625258333333333,"MILAGRA_CREEK"
1925,-1.83666666666667,-1.95,-1.35333333333333,-0.885,-1.55666666666667,-1.5125,-0.236666666666667,0.335,2.48562222222222,0.368411111111111,1.62545,-0.521483333333333,1.72575,-0.5066875,2.639,0.357958333333333,"MILAGRA_CREEK"
1926,1.89333333333333,1.59,0.123333333333333,-0.155,1.50666666666667,1.6575,0.306666666666667,-0.595,0.233511111111111,0.462044444444444,-0.293466666666667,-0.896466666666667,-0.24645,-0.9862125,0.1961,0.5083,"MILAGRA_CREEK"
1927,1.54666666666667,1.39,1.33333333333333,1.54,-0.983333333333333,-1.4125,-3.11,-3.315,2.06222222222222,3.05816666666667,2.38186666666667,3.25975,2.1406,4.6824375,1.85333333333333,4.392875,"MILAGRA_CREEK"
1928,0.366666666666667,0.01,-1.26,-1.36,-1.83666666666667,-1.95,-1.35333333333333,-0.885,-0.462,2.48562222222222,-0.498666666666667,1.62545,-0.0136,1.72575,-0.0126,2.639,"MILAGRA_CREEK"
1929,-1.57666666666667,-1.71,-2.62333333333333,-2.88,1.89333333333333,1.59,0.123333333333333,-0.155,4.13612222222222,0.233511111111111,4.5408,-0.293466666666667,4.9248,-0.24645,4.4859,0.1961,"MILAGRA_CREEK"
1930,-2.88333333333333,-2.87,-2.89333333333333,-2.925,1.54666666666667,1.39,1.33333333333333,1.54,8.34244444444444,2.06222222222222,8.43375,2.38186666666667,8.39475,2.1406,8.30386666666667,1.85333333333333,"MILAGRA_CREEK"
1931,-2.47666666666667,-2.5925,-3.48666666666667,-3.76,0.366666666666667,0.01,-1.26,-1.36,8.63531111111111,-0.462,9.31226666666667,-0.498666666666667,9.7478,-0.0136,9.03918333333333,-0.0126,"MILAGRA_CREEK"
1932,-0.996666666666667,-0.3175,0.556666666666667,-0.025,-1.57666666666667,-1.71,-2.62333333333333,-2.88,-0.554811111111111,4.13612222222222,0.0249166666666667,4.5408,0.00793750000000001,4.9248,-0.176741666666667,4.4859,"MILAGRA_CREEK"
1933,-3.11,-2.9825,-3.06,-3.29,-2.88333333333333,-2.87,-2.89333333333333,-2.925,9.5166,8.34244444444444,10.2319,8.43375,9.812425,8.39475,9.12645,8.30386666666667,"MILAGRA_CREEK"
1934,-2.08333333333333,-2.29,-2.91666666666667,-2.92,-2.47666666666667,-2.5925,-3.48666666666667,-3.76,6.07638888888889,8.63531111111111,6.08333333333333,9.31226666666667,6.6868,9.7478,6.67916666666667,9.03918333333333,"MILAGRA_CREEK"
1935,-2.19666666666667,-1.975,-1.57333333333333,-1.705,-0.996666666666667,-0.3175,0.556666666666667,-0.025,3.45608888888889,-0.554811111111111,3.74531666666667,0.0249166666666667,3.367375,0.00793750000000001,3.10733333333333,-0.176741666666667,"MILAGRA_CREEK"
1936,-0.356666666666667,-0.56,0.66,1.575,-3.11,-2.9825,-3.06,-3.29,-0.2354,9.5166,-0.56175,10.2319,-0.882,9.812425,-0.3696,9.12645,"MILAGRA_CREEK"
1937,-1.66,-1.6675,0.0366666666666666,0.9,-2.08333333333333,-2.29,-2.91666666666667,-2.92,-0.0608666666666666,6.07638888888889,-1.494,6.08333333333333,-1.50075,6.6868,-0.0611416666666666,6.67916666666667,"MILAGRA_CREEK"
1938,0.153333333333333,-0.005,1.66333333333333,2.735,-2.19666666666667,-1.975,-1.57333333333333,-1.705,0.255044444444444,3.45608888888889,0.419366666666667,3.74531666666667,-0.013675,3.367375,-0.00831666666666667,3.10733333333333,"MILAGRA_CREEK"
1939,0.303333333333333,-0.2825,-2.32333333333333,-2.465,-0.356666666666667,-0.56,0.66,1.575,-0.704744444444445,-0.2354,-0.747716666666667,-0.56175,0.6963625,-0.882,0.656341666666667,-0.3696,"MILAGRA_CREEK"
1940,-2.75,-2.485,1.34666666666667,2.865,-1.66,-1.6675,0.0366666666666666,0.9,-3.70333333333333,-0.0608666666666666,-7.87875,-1.494,-7.119525,-1.50075,-3.34646666666667,-0.0611416666666666,"MILAGRA_CREEK"
1941,0.54,0.88,2.33333333333333,2.55,0.153333333333333,-0.005,1.66333333333333,2.735,1.26,0.255044444444444,1.377,0.419366666666667,2.244,-0.013675,2.05333333333333,-0.00831666666666667,"MILAGRA_CREEK"
1942,2.60333333333333,2.7025,2.65,2.475,0.303333333333333,-0.2825,-2.32333333333333,-2.465,6.89883333333333,-0.704744444444445,6.44325,-0.747716666666667,6.6886875,0.6963625,7.161625,0.656341666666667,"MILAGRA_CREEK"
1943,2.95,3.03,2.43666666666667,2.02,-2.75,-2.485,1.34666666666667,2.865,7.18816666666667,-3.70333333333333,5.959,-7.87875,6.1206,-7.119525,7.3831,-3.34646666666667,"MILAGRA_CREEK"
1944,-1.88,-2.0775,-2.25666666666667,-2.05,0.54,0.88,2.33333333333333,2.55,4.24253333333333,1.26,3.854,1.377,4.258875,2.244,4.688225,2.05333333333333,"MILAGRA_CREEK"
1945,0.89,0.37,-0.56,-0.245,2.60333333333333,2.7025,2.65,2.475,-0.4984,6.89883333333333,-0.21805,6.44325,-0.09065,6.6886875,-0.2072,7.161625,"MILAGRA_CREEK"
1946,1.42,1.3975,-0.0066666666666666,-0.675,2.95,3.03,2.43666666666667,2.02,-0.00946666666666657,7.18816666666667,-0.9585,5.959,-0.9433125,6.1206,-0.00931666666666657,7.3831,"MILAGRA_CREEK"
1947,-2.12333333333333,-2.3525,-3.21333333333333,-3.3,-1.88,-2.0775,-2.25666666666667,-2.05,6.82297777777778,4.24253333333333,7.007,3.854,7.76325,4.258875,7.55936666666667,4.688225,"MILAGRA_CREEK"
1948,-1.38,-1.6675,-2.80666666666667,-2.945,0.89,0.37,-0.56,-0.245,3.8732,-0.4984,4.0641,-0.21805,4.9107875,-0.09065,4.68011666666667,-0.2072,"MILAGRA_CREEK"
1949,-0.69,-0.98,-1.49666666666667,-1.32,1.42,1.3975,-0.0066666666666666,-0.675,1.0327,-0.00946666666666657,0.9108,-0.9585,1.2936,-0.9433125,1.46673333333333,-0.00931666666666657,"MILAGRA_CREEK"
1950,-2.20333333333333,-1.99,-1.66333333333333,-1.82,-2.12333333333333,-2.3525,-3.21333333333333,-3.3,3.66487777777778,6.82297777777778,4.01006666666667,7.007,3.6218,7.76325,3.31003333333333,7.55936666666667,"MILAGRA_CREEK"
1951,2.09666666666667,2.2525,1.89,1.475,-1.38,-1.6675,-2.80666666666667,-2.945,3.9627,3.8732,3.09258333333333,4.0641,3.3224375,4.9107875,4.257225,4.68011666666667,"MILAGRA_CREEK"
1952,0.613333333333333,1.42,3.39,3.165,-0.69,-0.98,-1.49666666666667,-1.32,2.0792,1.0327,1.9412,0.9108,4.4943,1.2936,4.8138,1.46673333333333,"MILAGRA_CREEK"
1953,-7.40148683083438e-17,0.43,0.32,-0.38,-2.20333333333333,-1.99,-1.66333333333333,-1.82,-2.368475785867e-17,3.66487777777778,2.81256499571706e-17,4.01006666666667,-0.1634,3.6218,0.1376,3.31003333333333,"MILAGRA_CREEK"
1954,-0.773333333333333,-1.0125,-1.67666666666667,-1.65,2.09666666666667,2.2525,1.89,1.475,1.29662222222222,3.9627,1.276,3.09258333333333,1.670625,3.3224375,1.697625,4.257225,"MILAGRA_CREEK"
1955,-0.806666666666667,-0.575,-0.753333333333333,-1.19,0.613333333333333,1.42,3.39,3.165,0.607688888888889,2.0792,0.959933333333333,1.9412,0.68425,4.4943,0.433166666666667,4.8138,"MILAGRA_CREEK"
1956,0.266666666666667,1.4225,3.9,3.405,-7.40148683083438e-17,0.43,0.32,-0.38,1.04,-2.368475785867e-17,0.908,2.81256499571706e-17,4.8436125,-0.1634,5.54775,0.1376,"MILAGRA_CREEK"
1957,-0.656666666666667,-1.1625,-2.50333333333333,-2.415,-0.773333333333333,-1.0125,-1.67666666666667,-1.65,1.64385555555556,1.29662222222222,1.58585,1.276,2.8074375,1.670625,2.910125,1.697625,"MILAGRA_CREEK"
1958,2.97,2.81,3.91666666666667,4.71,-0.806666666666667,-0.575,-0.753333333333333,-1.19,11.6325,0.607688888888889,13.9887,0.959933333333333,13.2351,0.68425,11.0058333333333,0.433166666666667,"MILAGRA_CREEK"
1959,2.15,1.7575,-0.373333333333333,-0.85,0.266666666666667,1.4225,3.9,3.405,-0.802666666666667,1.04,-1.8275,0.908,-1.493875,4.8436125,-0.656133333333333,5.54775,"MILAGRA_CREEK"
1960,0.5,-0.15,-2.04,-2.01,-0.656666666666667,-1.1625,-2.50333333333333,-2.415,-1.02,1.64385555555556,-1.005,1.58585,0.3015,2.8074375,0.306,2.910125,"MILAGRA_CREEK"
1961,-1.79,-1.9425,-2.78333333333333,-2.975,2.97,2.81,3.91666666666667,4.71,4.98216666666667,11.6325,5.32525,13.9887,5.7789375,13.2351,5.406625,11.0058333333333,"MILAGRA_CREEK"
1962,-1.97333333333333,-2.14,-1.41666666666667,-0.805,2.15,1.7575,-0.373333333333333,-0.85,2.79555555555556,-0.802666666666667,1.58853333333333,-1.8275,1.7227,-1.493875,3.03166666666667,-0.656133333333333,"MILAGRA_CREEK"
1963,3.99,3.5425,2.27333333333333,2.31,0.5,-0.15,-2.04,-2.01,9.0706,-1.02,9.2169,-1.005,8.183175,0.3015,8.05328333333333,0.306,"MILAGRA_CREEK"
1964,2.24333333333333,1.9975,-0.84,-1.89,-1.79,-1.9425,-2.78333333333333,-2.975,-1.8844,4.98216666666667,-4.2399,5.32525,-3.775275,5.7789375,-1.6779,5.406625,"MILAGRA_CREEK"
1965,-0.163333333333333,0.3525,0.35,-0.425,-1.97333333333333,-2.14,-1.41666666666667,-0.805,-0.0571666666666667,2.79555555555556,0.0694166666666667,1.58853333333333,-0.1498125,1.7227,0.123375,3.03166666666667,"MILAGRA_CREEK"
1966,0.453333333333333,0.5525,-0.286666666666667,-0.855,3.99,3.5425,2.27333333333333,2.31,-0.129955555555556,9.0706,-0.3876,9.2169,-0.4723875,8.183175,-0.158383333333333,8.05328333333333,"MILAGRA_CREEK"
1967,-1.58666666666667,-0.5025,2.15666666666667,1.86,2.24333333333333,1.9975,-0.84,-1.89,-3.42191111111111,-1.8844,-2.9512,-4.2399,-0.93465,-3.775275,-1.083725,-1.6779,"MILAGRA_CREEK"
1968,0.57,0.0549999999999999,-1.77,-1.91,-0.163333333333333,0.3525,0.35,-0.425,-1.0089,-0.0571666666666667,-1.0887,0.0694166666666667,-0.10505,-0.1498125,-0.0973499999999999,0.123375,"MILAGRA_CREEK"
1969,-1.6,-0.7075,2.44333333333333,2.68,0.453333333333333,0.5525,-0.286666666666667,-0.855,-3.90933333333333,-0.129955555555556,-4.288,-0.3876,-1.8961,-0.4723875,-1.72865833333333,-0.158383333333333,"MILAGRA_CREEK"
1970,0.346666666666667,0.75,0.403333333333333,-0.375,-1.58666666666667,-0.5025,2.15666666666667,1.86,0.139822222222222,-3.42191111111111,-0.13,-2.9512,-0.28125,-0.93465,0.3025,-1.083725,"MILAGRA_CREEK"
1971,1.21,1.47,1.38666666666667,0.955,0.57,0.0549999999999999,-1.77,-1.91,1.67786666666667,-1.0089,1.15555,-1.0887,1.40385,-0.10505,2.0384,-0.0973499999999999,"MILAGRA_CREEK"
1972,-1.69333333333333,-1.8175,-2.80333333333333,-3.11,-1.6,-0.7075,2.44333333333333,2.68,4.74697777777778,-3.90933333333333,5.26626666666667,-4.288,5.652425,-1.8961,5.09505833333333,-1.72865833333333,"MILAGRA_CREEK"
1973,3.63,4.025,5.26,5.285,0.346666666666667,0.75,0.403333333333333,-0.375,19.0938,0.139822222222222,19.18455,-0.13,21.272125,-0.28125,21.1715,0.3025,"MILAGRA_CREEK"
1974,3.81666666666667,3.905,3.66,3.405,1.21,1.47,1.38666666666667,0.955,13.969,1.67786666666667,12.99575,1.15555,13.296525,1.40385,14.2923,2.0384,"MILAGRA_CREEK"
1975,1.8,0.7225,-0.563333333333333,0.41,-1.69333333333333,-1.8175,-2.80333333333333,-3.11,-1.014,4.74697777777778,0.738,5.26626666666667,0.296225,5.652425,-0.407008333333333,5.09505833333333,"MILAGRA_CREEK"
1976,1.97,1.0425,-2.04666666666667,-2.2,3.63,4.025,5.26,5.285,-4.03193333333333,19.0938,-4.334,19.18455,-2.2935,21.272125,-2.13365,21.1715,"MILAGRA_CREEK"
1977,-0.353333333333333,-0.855,-2.85666666666667,-3.105,3.81666666666667,3.905,3.66,3.405,1.00935555555556,13.969,1.0971,12.99575,2.654775,13.296525,2.44245,14.2923,"MILAGRA_CREEK"
1978,-1.34666666666667,-0.5,2.13,2.175,1.8,0.7225,-0.563333333333333,0.41,-2.8684,-1.014,-2.929,0.738,-1.0875,0.296225,-1.065,-0.407008333333333,"MILAGRA_CREEK"
1979,0.133333333333333,-0.1025,0.366666666666667,0.955,1.97,1.0425,-2.04666666666667,-2.2,0.0488888888888889,-4.03193333333333,0.127333333333333,-4.334,-0.0978875,-2.2935,-0.0375833333333333,-2.13365,"MILAGRA_CREEK"
1980,1.06,1.16,1.91,2.135,-0.353333333333333,-0.855,-2.85666666666667,-3.105,2.0246,1.00935555555556,2.2631,1.0971,2.4766,2.654775,2.2156,2.44245,"MILAGRA_CREEK"
1981,-1.96333333333333,-2,-2.28333333333333,-2.37,-1.34666666666667,-0.5,2.13,2.175,4.48294444444444,-2.8684,4.6531,-2.929,4.74,-1.0875,4.56666666666667,-1.065,"MILAGRA_CREEK"
1982,1.86,2.6225,5.02,5.075,0.133333333333333,-0.1025,0.366666666666667,0.955,9.3372,0.0488888888888889,9.4395,0.127333333333333,13.3091875,-0.0978875,13.16495,-0.0375833333333333,"MILAGRA_CREEK"
1983,6.2,6.3125,8.09,8.81,1.06,1.16,1.91,2.135,50.158,2.0246,54.622,2.2631,55.613125,2.4766,51.068125,2.2156,"MILAGRA_CREEK"
1984,7.36333333333333,7.2575,5.44666666666667,4.7,-1.96333333333333,-2,-2.28333333333333,-2.37,40.1056222222222,4.48294444444444,34.6076666666667,4.6531,34.11025,4.74,39.5291833333333,4.56666666666667,"MILAGRA_CREEK"
1985,3.55,3.2475,1.88333333333333,1.655,1.86,2.6225,5.02,5.075,6.68583333333333,9.3372,5.87525,9.4395,5.3746125,13.3091875,6.116125,13.16495,"MILAGRA_CREEK"
1986,-1.26,-1.2875,1.24,2.545,6.2,6.3125,8.09,8.81,-1.5624,50.158,-3.2067,54.622,-3.2766875,55.613125,-1.5965,51.068125,"MILAGRA_CREEK"
1987,-1,-1.385,-2.22666666666667,-2.07,7.36333333333333,7.2575,5.44666666666667,4.7,2.22666666666667,40.1056222222222,2.07,34.6076666666667,2.86695,34.11025,3.08393333333333,39.5291833333333,"MILAGRA_CREEK"
1988,-2.44333333333333,-2.37,-2.82,-3.155,3.55,3.2475,1.88333333333333,1.655,6.8902,6.68583333333333,7.70871666666667,5.87525,7.47735,5.3746125,6.6834,6.116125,"MILAGRA_CREEK"
